fin_year,flow,budget_category,budget_entry,flow_type,value
2013,expenditure,Ministries and Departments,"Communications, Posts And Telegraphs",Capital Expenditure,371.161
2013,expenditure,Ministries and Departments,Construction,General Expenditure,116719.319
2013,expenditure,Ministries and Departments,Construction,General Expenditure,506.882
2013,expenditure,Ministries and Departments,Construction,Capital Expenditure,243641.615
2013,expenditure,Ministries and Departments,Construction,Capital Expenditure,182931.538
2013,expenditure,Ministries and Departments,Culture,General Expenditure,3505.1
2013,expenditure,Ministries and Departments,Culture,General Expenditure,571.141
2013,expenditure,Ministries and Departments,Culture,Aid,0.32
2013,expenditure,Ministries and Departments,Culture,Aid,0.3
2013,expenditure,Ministries and Departments,Culture,Capital Expenditure,2629.715
2013,expenditure,Ministries and Departments,Culture,Capital Expenditure,267.475
2013,expenditure,Ministries and Departments,Defence,General Expenditure,865462.828
2013,expenditure,Ministries and Departments,Defence,General Expenditure,66973.531
2013,expenditure,Ministries and Departments,Defence,Interest payments,38.467
2013,expenditure,Ministries and Departments,Defence,Capital Expenditure,1111948.966
2013,expenditure,Ministries and Departments,Defence,Capital Expenditure,59679.978
2013,expenditure,Ministries and Departments,Defence,Expenditure for loans,94.699
2013,expenditure,Ministries and Departments,Education,General Expenditure,542952.048
2013,expenditure,Ministries and Departments,Education,General Expenditure,3746.492
2013,expenditure,Ministries and Departments,Education,Aid,64.951
2013,expenditure,Ministries and Departments,Education,Capital Expenditure,209049.591
2013,expenditure,Ministries and Departments,Education,Capital Expenditure,8980.368
2013,expenditure,Ministries and Departments,Electric Power,General Expenditure,14711.372
2013,expenditure,Ministries and Departments,Electric Power,General Expenditure,1557.025
2013,expenditure,Ministries and Departments,Electric Power,Interest payments,7290.54
2013,expenditure,Ministries and Departments,Electric Power,Interest payments,704.374
2013,expenditure,Ministries and Departments,Electric Power,Capital Expenditure,190794.849
2013,expenditure,Ministries and Departments,Electric Power,Capital Expenditure,22640.152
2013,expenditure,Ministries and Departments,Electric Power,Borrowing,53164.8
2013,expenditure,Ministries and Departments,Electric Power,Expenditure for loans,12198.098
2013,expenditure,Ministries and Departments,Electric Power,Expenditure for loans,1465.795
2013,expenditure,Ministries and Departments,Electric Power No.(2),General Expenditure,310.78
2013,expenditure,Ministries and Departments,Electric Power No.(2),Capital Expenditure,29.402
2013,expenditure,Ministries and Departments,Energy,General Expenditure,308.652
2013,expenditure,Ministries and Departments,Energy,General Expenditure,11.686
2013,expenditure,Ministries and Departments,Energy,Capital Expenditure,0.9
2013,expenditure,Ministries and Departments,Environmental Conservation and Forestry,General Expenditure,9132.427
2013,expenditure,Ministries and Departments,Environmental Conservation and Forestry,General Expenditure,150.73
2013,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Aid,180.13
2013,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Aid,41.965
2013,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Capital Expenditure,3241.393
2013,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Capital Expenditure,245.108
2013,expenditure,Ministries and Departments,Finance and Revenue,General Expenditure,14740.456
2013,expenditure,Ministries and Departments,Finance and Revenue,General Expenditure,7272.503
2013,expenditure,Ministries and Departments,Finance and Revenue,Interest payments,589755.389
2013,expenditure,Ministries and Departments,Finance and Revenue,Interest payments,88186.464
2013,expenditure,Ministries and Departments,Finance and Revenue,Aid,83039.354
2013,expenditure,Ministries and Departments,Finance and Revenue,Aid,8504.521
2013,expenditure,Ministries and Departments,Finance and Revenue,Capital Expenditure,1168.552
2013,expenditure,Ministries and Departments,Finance and Revenue,Capital Expenditure,4.35
2013,expenditure,Ministries and Departments,Finance and Revenue,Expenditure for loans,19595.968
2013,expenditure,Ministries and Departments,Finance and Revenue,Expenditure for loans,14377.449
2013,expenditure,Ministries and Departments,Finance and Revenue,Investment in Orgs,1191.523
2013,expenditure,Ministries and Departments,Finance and Revenue,Investment in Orgs,945.893
2013,expenditure,Ministries and Departments,Finance and Revenue,Savings,0.1
2013,expenditure,Ministries and Departments,Foreign Affairs,General Expenditure,24701.659
2013,expenditure,Ministries and Departments,Foreign Affairs,General Expenditure,4699.391
2013,expenditure,Ministries and Departments,Foreign Affairs,Aid,4268.62
2013,expenditure,Ministries and Departments,Foreign Affairs,Aid,121.5
2013,expenditure,Ministries and Departments,Foreign Affairs,Capital Expenditure,12027.393
2013,expenditure,Ministries and Departments,Foreign Affairs,Capital Expenditure,684.175
2013,expenditure,Ministries and Departments,Health,General Expenditure,176935.083
2013,expenditure,Ministries and Departments,Health,General Expenditure,1425.082
2013,expenditure,Ministries and Departments,Health,Aid,1726.93
2013,expenditure,Ministries and Departments,Health,Aid,4.5
2013,expenditure,Ministries and Departments,Health,Capital Expenditure,213535.282
2013,expenditure,Ministries and Departments,Health,Capital Expenditure,7092.761
2013,expenditure,Ministries and Departments,Home Affairs,General Expenditure,96779.451
2013,expenditure,Ministries and Departments,Home Affairs,General Expenditure,5713.623
2013,expenditure,Ministries and Departments,Home Affairs,Aid,16.168
2013,expenditure,Ministries and Departments,Home Affairs,Aid,31.515
2013,expenditure,Ministries and Departments,Home Affairs,Capital Expenditure,54002.717
2013,expenditure,Ministries and Departments,Home Affairs,Capital Expenditure,1480.876
2013,expenditure,Ministries and Departments,Hotel and Tourism,General Expenditure,453.592
2013,expenditure,Ministries and Departments,Hotel and Tourism,General Expenditure,44.007
2013,expenditure,Ministries and Departments,Hotel and Tourism,Aid,36
2013,expenditure,Ministries and Departments,Hotel and Tourism,Capital Expenditure,40.409
2013,expenditure,Ministries and Departments,Immigration and Populations,General Expenditure,9879.154
2013,expenditure,Ministries and Departments,Immigration and Populations,General Expenditure,577.166
2013,expenditure,Ministries and Departments,Immigration and Populations,Capital Expenditure,1084.392
2013,expenditure,Ministries and Departments,Immigration and Populations,Capital Expenditure,137.41
2013,expenditure,Ministries and Departments,Industry,General Expenditure,5255.666
2013,expenditure,Ministries and Departments,Industry,Capital Expenditure,170.72
2013,expenditure,Ministries and Departments,Information,General Expenditure,11495.151
2013,expenditure,Ministries and Departments,Information,General Expenditure,109.502
2013,expenditure,Ministries and Departments,Information,Capital Expenditure,21428.648
2013,expenditure,Ministries and Departments,Information,Capital Expenditure,13682.949
2013,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",General Expenditure,2446.8
2013,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",General Expenditure,66.95
2013,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",Aid,20.477
2013,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",Capital Expenditure,191.313
2013,expenditure,Ministries and Departments,Livestock and Fisheries,General Expenditure,4172.287
2013,expenditure,Ministries and Departments,Livestock and Fisheries,Aid,82.715
2013,expenditure,Ministries and Departments,Livestock and Fisheries,Aid,1.353
2013,expenditure,Ministries and Departments,Livestock and Fisheries,Capital Expenditure,586.547
2013,expenditure,Ministries and Departments,Livestock and Fisheries,Capital Expenditure,177
2013,expenditure,Ministries and Departments,Mines,General Expenditure,2501.634
2013,expenditure,Ministries and Departments,Mines,Capital Expenditure,362.74
2013,expenditure,Ministries and Departments,National Planning and Economic Development,General Expenditure,10059.141
2013,expenditure,Ministries and Departments,National Planning and Economic Development,General Expenditure,854.31
2013,expenditure,Ministries and Departments,National Planning and Economic Development,Aid,38.758
2013,expenditure,Ministries and Departments,National Planning and Economic Development,Aid,69.2
2013,expenditure,Ministries and Departments,National Planning and Economic Development,Capital Expenditure,26184.238
2013,expenditure,Ministries and Departments,National Planning and Economic Development,Capital Expenditure,9079.679
2013,expenditure,Ministries and Departments,Pension and Rewards,General Expenditure,253904.077
2013,expenditure,Ministries and Departments,Rail Transportation,General Expenditure,3596.995
2013,expenditure,Ministries and Departments,Rail Transportation,General Expenditure,77.995
2013,expenditure,Ministries and Departments,Rail Transportation,Capital Expenditure,1404.93
2013,expenditure,Ministries and Departments,Religious Affairs,General Expenditure,5597.923
2013,expenditure,Ministries and Departments,Religious Affairs,General Expenditure,93.688
2013,expenditure,Ministries and Departments,Religious Affairs,Aid,380.15
2013,expenditure,Ministries and Departments,Religious Affairs,Capital Expenditure,422.253
2013,expenditure,Ministries and Departments,Religious Affairs,Capital Expenditure,12.034
2013,expenditure,Ministries and Departments,Rewards and Lump Sum Pension,General Expenditure,27060.5
2013,expenditure,Ministries and Departments,Science and Technology,General Expenditure,9757.143
2013,expenditure,Ministries and Departments,Science and Technology,General Expenditure,305.935
2013,expenditure,Ministries and Departments,Science and Technology,Aid,120.533
2013,expenditure,Ministries and Departments,Science and Technology,Aid,207.933
2013,expenditure,Ministries and Departments,Science and Technology,Capital Expenditure,12003.086
2013,expenditure,Ministries and Departments,Science and Technology,Capital Expenditure,97.436
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",General Expenditure,11358.51
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",General Expenditure,1102.58
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Interest payments,4.488
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Aid,547.83
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Aid,45
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Capital Expenditure,7706.259
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Capital Expenditure,220
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Expenditure for loans,27.884
2013,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Expenditure for loans,3.115
2013,expenditure,Ministries and Departments,Special Fund,General Expenditure,1.00E+05
2013,expenditure,Ministries and Departments,Sports,General Expenditure,6570.657
2013,expenditure,Ministries and Departments,Sports,General Expenditure,5161.728
2013,expenditure,Ministries and Departments,Sports,Aid,93.6
2013,expenditure,Ministries and Departments,Sports,Aid,522
2013,expenditure,Ministries and Departments,Sports,Capital Expenditure,306697.503
2013,expenditure,Ministries and Departments,Sports,Capital Expenditure,17738.089
2013,expenditure,Ministries and Departments,Transportation,General Expenditure,8519.623
2013,expenditure,Ministries and Departments,Transportation,General Expenditure,110.476
2013,expenditure,Ministries and Departments,Transportation,Interest payments,908.8
2013,expenditure,Ministries and Departments,Transportation,Interest payments,113.6
2013,expenditure,Ministries and Departments,Transportation,Aid,112.4
2013,expenditure,Ministries and Departments,Transportation,Capital Expenditure,19568.864
2013,expenditure,Ministries and Departments,Transportation,Capital Expenditure,33151.37
2013,expenditure,SEEs,SEEs under the Ministry of Agriculture and Irrigation,General Expenditure,41594.76
2013,expenditure,SEEs,SEEs under the Ministry of Co-operative,General Expenditure,269.039
2013,expenditure,SEEs,SEEs under the Ministry of Co-operative,General Expenditure,14.598
2013,expenditure,SEEs,SEEs under the Ministry of Co-operative,Capital Expenditure,1.7
2013,expenditure,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",General Expenditure,490390.301
2013,expenditure,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",General Expenditure,586.493
2013,expenditure,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",Capital Expenditure,31169.207
2013,expenditure,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",Capital Expenditure,27740.538
2013,expenditure,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",Expenditure for loans,16069.309
2013,expenditure,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",Expenditure for loans,1940.734
2013,expenditure,SEEs,SEEs under the Ministry of Construction,General Expenditure,95875.725
2013,expenditure,SEEs,SEEs under the Ministry of Construction,General Expenditure,41605.806
2013,expenditure,SEEs,SEEs under the Ministry of Construction,Capital Expenditure,2350.378
2013,expenditure,SEEs,SEEs under the Ministry of Construction,Capital Expenditure,553.44
2013,expenditure,SEEs,SEEs under the Ministry of Construction,Expenditure for loans,2018.56
2013,expenditure,SEEs,SEEs under the Ministry of Construction,Expenditure for loans,252.32
2013,expenditure,SEEs,SEEs under the Ministry of Economic and Trade,General Expenditure,7364.675
2013,expenditure,SEEs,SEEs under the Ministry of Economic and Trade,General Expenditure,72.833
2013,expenditure,SEEs,SEEs under the Ministry of Electricity Power,General Expenditure,117903.153
2013,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Capital Expenditure,21981.881
2013,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Capital Expenditure,979.771
2013,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Expenditure for loans,214158.516
2013,expenditure,SEEs,SEEs under the Ministry of Energy,General Expenditure,1643552.802
2013,expenditure,SEEs,SEEs under the Ministry of Energy,General Expenditure,395908.123
2013,expenditure,SEEs,SEEs under the Ministry of Energy,Capital Expenditure,128574.142
2013,expenditure,SEEs,SEEs under the Ministry of Energy,Capital Expenditure,1715.366
2013,expenditure,SEEs,SEEs under the Ministry of Energy,Expenditure for loans,37146.379
2013,expenditure,SEEs,SEEs under the Ministry of Energy,Expenditure for loans,4735.968
2013,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,General Expenditure,210806.46
2013,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,General Expenditure,172366.947
2013,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Capital Expenditure,654.518
2013,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Expenditure for loans,557.577
2013,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Expenditure for loans,34.77
2013,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,General Expenditure,612460.088
2013,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,General Expenditure,223327.828
2013,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,Capital Expenditure,36811.041
2013,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,Capital Expenditure,3575.559
2013,expenditure,SEEs,SEEs under the Ministry of Hotels and Tourism,General Expenditure,4158.396
2013,expenditure,SEEs,SEEs under the Ministry of Hotels and Tourism,General Expenditure,409.349
2013,expenditure,SEEs,SEEs under the Ministry of Hotels and Tourism,Capital Expenditure,24.451
2013,expenditure,SEEs,SEEs under the Ministry of Industry,General Expenditure,137204.888
2013,expenditure,SEEs,SEEs under the Ministry of Industry,General Expenditure,18684.217
2013,expenditure,SEEs,SEEs under the Ministry of Industry,Capital Expenditure,161235.264
2013,expenditure,SEEs,SEEs under the Ministry of Industry,Capital Expenditure,506106.567
2013,expenditure,SEEs,SEEs under the Ministry of Industry,Expenditure for loans,7778.491
2013,expenditure,SEEs,SEEs under the Ministry of Industry,Expenditure for loans,850.447
2013,expenditure,SEEs,SEEs under the Ministry of Industry No. (2),General Expenditure,263318.23
2013,expenditure,SEEs,SEEs under the Ministry of Industry No. (2),General Expenditure,17501.282
2013,expenditure,SEEs,SEEs under the Ministry of Industry No. (2),Capital Expenditure,308622.841
2013,expenditure,SEEs,SEEs under the Ministry of Industry No. (2),Capital Expenditure,37558.919
2013,expenditure,SEEs,SEEs under the Ministry of Industry No. (2),Expenditure for loans,10929.908
2013,expenditure,SEEs,SEEs under the Ministry of Industry No. (2),Expenditure for loans,1366.238
2013,expenditure,SEEs,SEEs under the Ministry of Information,General Expenditure,12847.485
2013,expenditure,SEEs,SEEs under the Ministry of Information,General Expenditure,2715.067
2013,expenditure,SEEs,SEEs under the Ministry of Information,Capital Expenditure,2973.179
2013,expenditure,SEEs,SEEs under the Ministry of Information,Capital Expenditure,404.477
2013,expenditure,SEEs,SEEs under the Ministry of Labour,General Expenditure,5034.94
2013,expenditure,SEEs,SEEs under the Ministry of Labour,Capital Expenditure,279.398
2013,expenditure,SEEs,SEEs under the Ministry of Livestock and Fisheries,General Expenditure,12042.301
2013,expenditure,SEEs,SEEs under the Ministry of Livestock and Fisheries,Expenditure for loans,2345.454
2013,expenditure,SEEs,SEEs under the Ministry of Mines,General Expenditure,158990.493
2013,expenditure,SEEs,SEEs under the Ministry of Mines,General Expenditure,51021.427
2013,expenditure,SEEs,SEEs under the Ministry of Mines,Capital Expenditure,490.61
2013,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,General Expenditure,68638.856
2013,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,General Expenditure,252.892
2013,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Capital Expenditure,226762.781
2013,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Capital Expenditure,7637.28
2013,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Expenditure for loans,19917.945
2013,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Expenditure for loans,824.788
2013,expenditure,SEEs,SEEs under the Ministry of Transportation,General Expenditure,47345.51
2013,expenditure,SEEs,SEEs under the Ministry of Transportation,General Expenditure,15409.887
2013,expenditure,SEEs,SEEs under the Ministry of Transportation,Capital Expenditure,4384.712
2013,expenditure,SEEs,SEEs under the Ministry of Transportation,Capital Expenditure,632.118
2013,expenditure,SEEs,SEEs under the Ministry of Transportation,Expenditure for loans,528.64
2013,expenditure,SEEs,SEEs under the Ministry of Transportation,Expenditure for loans,34.307
2013,expenditure,Union Institutions,President,General Expenditure,13871.122
2013,expenditure,Union Institutions,President,General Expenditure,90.975
2013,expenditure,Union Institutions,President,Aid,747.871
2013,expenditure,Union Institutions,President,Capital Expenditure,419377.668
2013,expenditure,Union Institutions,President,Capital Expenditure,59806.868
2013,expenditure,Union Institutions,Union Attorney General,General Expenditure,1420.097
2013,expenditure,Union Institutions,Union Attorney General,General Expenditure,85.11
2013,expenditure,Union Institutions,Union Attorney General,Capital Expenditure,69.086
2013,expenditure,Union Institutions,Union Auditor General,General Expenditure,1478.04
2013,expenditure,Union Institutions,Union Auditor General,General Expenditure,78.594
2013,expenditure,Union Institutions,Union Auditor General,Capital Expenditure,782.692
2013,expenditure,Union Institutions,Union Civil Service Board,General Expenditure,5150.485
2013,expenditure,Union Institutions,Union Civil Service Board,General Expenditure,252.237
2013,expenditure,Union Institutions,Union Civil Service Board,Capital Expenditure,1504.67
2013,expenditure,Union Institutions,Union Civil Service Board,Capital Expenditure,90.6
2013,expenditure,Union Institutions,Union Constitutional Court,General Expenditure,399.883
2013,expenditure,Union Institutions,Union Constitutional Court,Capital Expenditure,130.75
2013,expenditure,Union Institutions,Union Election Commission,General Expenditure,1548.366
2013,expenditure,Union Institutions,Union Election Commission,General Expenditure,79.743
2013,expenditure,Union Institutions,Union Election Commission,Capital Expenditure,169.95
2013,expenditure,Union Institutions,Union Government,General Expenditure,1242.287
2013,expenditure,Union Institutions,Union Government,General Expenditure,120
2013,expenditure,Union Institutions,Union Government,Capital Expenditure,86.649
2013,expenditure,Union Institutions,Union Parliament,General Expenditure,11272.539
2013,expenditure,Union Institutions,Union Parliament,Capital Expenditure,3834.06
2013,expenditure,Union Institutions,Union Supreme Court,General Expenditure,832.504
2013,expenditure,Union Institutions,Union Supreme Court,Capital Expenditure,79.316
2013,expenditure,Union Transfers to States and Regions,Aid to States/Region Government for their deficit,Aid,122813.903
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Bago Region Government,Aid,16175.495
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Bago Region Government,Borrowing,693.537
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Chin State Government,Aid,8232.283
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Chin State Government,Borrowing,979.327
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Irrawaddy Region Government,Aid,40808.541
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Kachin State Government,Aid,18792.557
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Kachin State Government,Borrowing,164.64
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Kayar State Government,Aid,4435.186
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Kayar State Government,Borrowing,380.971
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Kayin State Government,Aid,4435.924
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Kayin State Government,Borrowing,6189.217
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Magwe Region Government,Aid,49136.634
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Magwe Region Government,Borrowing,103.807
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Mandalay Region Government,Aid,20496.337
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Mandalay Region Government,Borrowing,2440.467
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Mon State Government,Aid,8339.139
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Mon State Government,Borrowing,4239.732
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Rakhine State Government,Aid,41063.899
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Sagaing Region Government,Aid,25537.099
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Shan State Government,Aid,48352.059
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Shan State Government,Borrowing,288.637
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Taninthari Region Government,Aid,13780.35
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Taninthari Region Government,Borrowing,68.492
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Yangon State Government,Aid,14638.33
2013,expenditure,Union Transfers to States and Regions,Aid/Loans to Yangon State Government,Borrowing,25088.56
2013,income,CDC,Garrison City,Other General Revenues,363.491
2013,income,CDC,NPT,Taxes,330.531
2013,income,CDC,NPT,Other General Revenues,4919.469
2013,income,Ministries and Departments,Agriculture and Irrigation,Other General Revenues,27365.691
2013,income,Ministries and Departments,Agriculture and Irrigation,Capital Receipts,203
2013,income,Ministries and Departments,Agriculture and Irrigation,Loan drawdown,11274.348
2013,income,Ministries and Departments,Border Affairs,Other General Revenues,45.34
2013,income,Ministries and Departments,Co-operative,Other General Revenues,230.754
2013,income,Ministries and Departments,Commerce,Other General Revenues,2819.492
2013,income,Ministries and Departments,Commerce,Capital Receipts,5000
2013,income,Ministries and Departments,"Communications, Posts And Telegraphs",Other General Revenues,200.525
2013,income,Ministries and Departments,Construction,Other General Revenues,15534.422
2013,income,Ministries and Departments,Construction,Capital Receipts,100
2013,income,Ministries and Departments,Culture,Other General Revenues,1285.04
2013,income,Ministries and Departments,Culture,Capital Receipts,2000.3
2013,income,Ministries and Departments,Customs,Taxes,85000
2013,income,Ministries and Departments,Defence,Other General Revenues,75619.084
2013,income,Ministries and Departments,Education,Other General Revenues,10944.341
2013,income,Ministries and Departments,Education,Foreign Aid,2869.721
2013,income,Ministries and Departments,Electric Power,Other General Revenues,60.1
2013,income,Ministries and Departments,Electric Power,Interest receipts,1300.183
2013,income,Ministries and Departments,Electric Power,Loan drawdown,73687.99
2013,income,Ministries and Departments,Energy,Other General Revenues,0.05
2013,income,Ministries and Departments,Environmental Conservation and Forestry,Other General Revenues,315.245
2013,income,Ministries and Departments,Environmental Conservation and Forestry,Foreign Aid,605.464
2013,income,Ministries and Departments,Environmental Conservation and Forestry,Revenue from Organizations' Investments,22.5
2013,income,Ministries and Departments,Excise Tax,Taxes,229.8
2013,income,Ministries and Departments,Finance and Revenue,Other General Revenues,10042.903
2013,income,Ministries and Departments,Finance and Revenue,Interest receipts,1256.95
2013,income,Ministries and Departments,Finance and Revenue,Loan recovery,4276.716
2013,income,Ministries and Departments,Foreign Affairs,Other General Revenues,793.945
2013,income,Ministries and Departments,Health,Other General Revenues,11073.682
2013,income,Ministries and Departments,Health,Capital Receipts,2.5
2013,income,Ministries and Departments,Health,Foreign Aid,12036.821
2013,income,Ministries and Departments,Home Affairs,Other General Revenues,3637.505
2013,income,Ministries and Departments,Hotel and Tourism,Other General Revenues,4062.42
2013,income,Ministries and Departments,Immigration and Populations,Other General Revenues,5881.696
2013,income,Ministries and Departments,Industry,Other General Revenues,3927.353
2013,income,Ministries and Departments,Information,Other General Revenues,3520.03
2013,income,Ministries and Departments,Information,Capital Receipts,2166.66
2013,income,Ministries and Departments,"Labour, Employment and Social Security ",Other General Revenues,50.087
2013,income,Ministries and Departments,Licence fees on imports,Taxes,770
2013,income,Ministries and Departments,Livestock and Fisheries,Other General Revenues,1089.669
2013,income,Ministries and Departments,Mines,Other General Revenues,1016.6
2013,income,Ministries and Departments,Mines,Capital Receipts,0.2
2013,income,Ministries and Departments,Myanmar lottery,Taxes,20348.045
2013,income,Ministries and Departments,National Planning and Economic Development,Other General Revenues,3096.918
2013,income,Ministries and Departments,National Planning and Economic Development,Capital Receipts,250.4
2013,income,Ministries and Departments,Pension and Rewards,Other General Revenues,5.04
2013,income,Ministries and Departments,Rail Transportation,Other General Revenues,3880
2013,income,Ministries and Departments,Religious Affairs,Other General Revenues,52.37
2013,income,Ministries and Departments,Sales on stamps,Taxes,31400
2013,income,Ministries and Departments,Science and Technology,Other General Revenues,295.552
2013,income,Ministries and Departments,Science and Technology,Capital Receipts,5
2013,income,Ministries and Departments,Science and Technology,Foreign Aid,90
2013,income,Ministries and Departments,"Social Welfare, Relief and Resettlement",Other General Revenues,66.357
2013,income,Ministries and Departments,Sports,Other General Revenues,28.525
2013,income,Ministries and Departments,Sports,Capital Receipts,0.2
2013,income,Ministries and Departments,Sports,Foreign Aid,5
2013,income,Ministries and Departments,Tax on extracting from forest,Taxes,1721.648
2013,income,Ministries and Departments,Tax on extracting minerals,Taxes,4.225
2013,income,Ministries and Departments,Tax on income and property,Taxes,684872.382
2013,income,Ministries and Departments,Tax on lakes,Taxes,723
2013,income,Ministries and Departments,Tax on land,Taxes,0.842
2013,income,Ministries and Departments,Tax on rubber ,Taxes,0.5
2013,income,Ministries and Departments,Tax on trade,Taxes,800299.133
2013,income,Ministries and Departments,Tax on water and irrigations,Taxes,2600.727
2013,income,Ministries and Departments,Taxes on SEEs,Receipts from SEEs,842560.838
2013,income,Ministries and Departments,Transportation,Other General Revenues,62831.289
2013,income,Ministries and Departments,Transportation,Loan drawdown,18989.6
2013,income,Ministries and Departments,Transportation tax,Taxes,16304
2013,income,SEEs,SEEs under the Ministry of Agriculture and Irrigation,Other General Revenues,41200
2013,income,SEEs,SEEs under the Ministry of Co-operative,Other General Revenues,240
2013,income,SEEs,"SEEs under the Ministry of Communications, Posts and Telegraphs",Other General Revenues,914000
2013,income,SEEs,SEEs under the Ministry of Construction,Other General Revenues,226906.3
2013,income,SEEs,SEEs under the Ministry of Construction,Capital Receipts,18.888
2013,income,SEEs,SEEs under the Ministry of Economic and Trade,Other General Revenues,691.793
2013,income,SEEs,SEEs under the Ministry of Economic and Trade,Capital Receipts,7201.71
2013,income,SEEs,SEEs under the Ministry of Electric Power,Other General Revenues,153580
2013,income,SEEs,SEEs under the Ministry of Energy,Other General Revenues,2639705.58
2013,income,SEEs,SEEs under the Ministry of Energy,Loan drawdown,518722.394
2013,income,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Other General Revenues,287357.48
2013,income,SEEs,SEEs under the Ministry of Finance and Revenue,Other General Revenues,645160.665
2013,income,SEEs,SEEs under the Ministry of Hotels and Tourism,Other General Revenues,4180.24
2013,income,SEEs,SEEs under the Ministry of Hotels and Tourism,Capital Receipts,4744.15
2013,income,SEEs,SEEs under the Ministry of Industry,Other General Revenues,257937.746
2013,income,SEEs,SEEs under the Ministry of Industry,Capital Receipts,10400
2013,income,SEEs,SEEs under the Ministry of Industry,Loan drawdown,34944.774
2013,income,SEEs,SEEs under the Ministry of Industry No. (2),Other General Revenues,801453.146
2013,income,SEEs,SEEs under the Ministry of Industry No. (2),Loan drawdown,13038.4
2013,income,SEEs,SEEs under the Ministry of Information,Other General Revenues,23406.792
2013,income,SEEs,SEEs under the Ministry of Information,Capital Receipts,30
2013,income,SEEs,SEEs under the Ministry of Labour,Other General Revenues,5406
2013,income,SEEs,SEEs under the Ministry of Livestock and Fisheries,Other General Revenues,36361.12
